reputation_change_year,reputation_change_quarter,reputation_change_month,reputation_change_week,reputation_change_day,badge_bronze,badge_silver,badge_gold,account_age_days,expertise_level
0,0,0,0,0,50,36,7,5335,Beginner
0,0,0,0,0,7,18,2,5310,Beginner
0,0,0,0,0,29,28,2,5291,Beginner
0,0,0,0,0,35,35,7,5162,Beginner
20,20,20,0,0,36,30,1,5108,Beginner
0,0,0,0,0,48,32,6,5052,Beginner
0,0,0,0,0,36,25,7,4932,Beginner
0,0,0,0,0,33,27,3,5115,Beginner
0,0,0,0,0,23,19,1,5087,Beginner
0,0,0,0,0,34,29,2,5070,Beginner
0,0,0,0,0,33,31,1,5010,Beginner
0,0,0,0,0,35,26,3,4978,Beginner
0,0,0,0,0,46,31,4,4883,Beginner
0,0,0,0,0,5,15,1,4707,Beginner
0,0,0,0,0,11,18,1,4659,Beginner
0,0,0,0,0,80,46,12,4366,Beginner
10,10,10,0,0,28,19,2,4164,Beginner
0,0,0,0,0,14,22,1,3759,Beginner
69,69,69,10,0,24,17,1,3666,Beginner
10,10,10,0,0,43,25,1,3063,Beginner
10,10,10,0,0,27,19,0,2988,Beginner
0,0,0,0,0,21,16,2,2663,Beginner
20,20,20,0,0,21,13,3,2243,Beginner
24,24,24,0,0,18,5,2,853,Beginner
10,10,10,0,0,14,21,2,5982,Beginner
0,0,0,0,0,31,33,6,5906,Beginner
0,0,0,0,0,49,30,3,5823,Beginner
20,20,20,0,0,42,27,1,5771,Beginner
0,0,0,0,0,23,26,0,5716,Beginner
10,10,10,0,0,20,21,2,5681,Beginner
0,0,0,0,0,73,50,10,5646,Beginner
0,0,0,0,0,15,19,2,5385,Beginner
0,0,0,0,0,2,15,1,5087,Beginner
0,0,0,0,0,49,30,4,5081,Beginner
10,10,10,0,0,28,22,5,4868,Beginner
10,10,10,0,0,25,28,2,4790,Beginner
0,0,0,0,0,33,28,1,4726,Beginner
0,0,0,0,0,18,19,3,4708,Beginner
0,0,0,0,0,24,23,3,4576,Beginner
10,10,10,0,0,51,35,11,4536,Beginner
10,10,10,0,0,9,16,2,4511,Beginner
0,0,0,0,0,34,27,2,4502,Beginner
0,0,0,0,0,26,19,4,4456,Beginner
0,0,0,0,0,33,21,2,4431,Beginner
0,0,0,0,0,133,83,29,4366,Beginner
0,0,0,0,0,46,28,6,4329,Beginner
0,0,0,0,0,34,24,3,4310,Beginner
0,0,0,0,0,21,21,0,4265,Beginner
0,0,0,0,0,13,14,2,4009,Beginner
0,0,0,10,0,14,16,1,3985,Beginner
0,0,0,0,0,20,16,2,3859,Beginner
10,10,10,0,0,18,22,2,3754,Beginner
0,0,0,0,0,44,32,4,3665,Beginner
0,0,0,0,0,86,42,7,3476,Beginner
0,0,0,0,0,101,54,8,3403,Beginner
0,0,0,0,0,49,22,1,3320,Beginner
0,0,0,0,0,46,32,5,3070,Beginner
0,0,0,0,0,33,23,2,2992,Beginner
10,10,10,0,0,14,20,3,5614,Beginner
0,0,0,0,0,35,31,4,5530,Beginner
10,10,10,10,0,24,27,5,5514,Beginner
20,20,20,0,0,32,29,2,5199,Beginner
0,0,0,0,0,29,30,4,5067,Beginner
20,20,20,10,10,26,25,3,5084,Beginner
10,10,10,0,0,10,16,2,4837,Beginner
0,0,0,0,0,41,31,3,4804,Beginner
0,0,0,0,0,19,21,3,4733,Beginner
0,0,0,0,0,41,35,3,4732,Beginner
10,10,10,0,0,26,20,4,4648,Beginner
0,0,0,0,0,31,32,6,4638,Beginner
10,10,10,0,0,42,28,5,4606,Beginner
10,10,10,0,0,21,23,2,4387,Beginner
20,20,20,0,0,63,35,4,4372,Beginner
10,10,10,0,0,34,27,2,4245,Beginner
20,20,20,10,0,20,22,2,3983,Beginner
10,10,10,0,0,45,28,2,3939,Beginner
10,10,10,0,0,34,20,1,3786,Beginner
10,10,10,0,0,19,14,3,3497,Beginner
0,0,0,0,0,31,28,0,3380,Beginner
10,10,10,10,0,38,19,1,3372,Beginner
10,10,10,10,0,33,21,2,2736,Beginner
0,0,0,0,0,39,37,1,2212,Beginner
0,0,0,0,0,15,21,1,5984,Beginner
0,0,0,0,0,33,20,0,5571,Beginner
0,0,0,0,0,20,20,0,5547,Beginner
10,10,10,10,0,60,35,7,5534,Beginner
10,10,10,0,0,55,43,10,5449,Beginner
0,0,0,0,0,40,26,5,5360,Beginner
30,30,30,0,0,21,21,2,5259,Beginner
0,0,0,0,0,15,18,2,5032,Beginner
30,30,30,10,0,16,18,1,4961,Beginner
0,0,0,0,0,14,18,0,4891,Beginner
0,0,0,0,0,33,23,2,4873,Beginner
0,0,0,0,0,83,50,12,4675,Beginner
0,0,0,0,0,21,21,2,5981,Beginner
0,0,0,0,0,16,18,1,4465,Beginner
0,0,0,0,0,30,24,1,4450,Beginner
0,0,0,0,0,72,43,8,4416,Beginner
0,0,0,0,0,25,22,1,4292,Beginner
0,0,0,0,0,15,13,2,4016,Beginner
0,0,0,0,0,25,23,3,3946,Beginner
60,60,60,0,0,195,128,19,3878,Expert
30,30,30,0,0,93,78,13,5402,Expert
50,50,50,0,0,30,41,9,6010,Expert
98,98,98,10,0,162,144,25,5894,Expert
110,110,110,0,0,85,83,8,5598,Expert
40,40,40,0,0,106,83,28,5988,Expert
10,10,10,0,0,135,95,16,5210,Expert
50,50,50,10,0,94,72,9,5966,Expert
40,40,40,0,0,150,111,21,4991,Expert
20,20,20,0,0,493,306,101,5915,Expert
10,10,10,10,0,180,147,18,5745,Expert
30,30,30,0,0,125,104,6,5985,Expert
30,30,30,0,0,133,84,10,5948,Expert
60,60,60,0,0,92,60,12,4976,Expert
90,90,90,20,0,370,213,66,5082,Expert
10,10,10,0,0,135,102,12,4071,Expert
71,71,71,0,0,213,159,15,4513,Expert
60,60,60,10,0,402,268,106,5515,Expert
173,173,173,11,0,69,51,4,4460,Expert
0,0,0,0,0,166,99,15,5984,Expert
30,30,30,10,0,357,246,71,5781,Expert
10,10,10,0,0,160,105,18,5948,Expert
80,80,80,0,0,18,28,8,5564,Expert
28,28,28,10,0,132,92,11,4540,Expert
134,134,134,0,0,67,42,4,3695,Expert
148,148,148,0,0,513,298,100,4563,Expert
10,10,10,0,0,170,122,33,5126,Expert
40,40,40,0,0,95,50,1,5274,Expert
60,60,60,0,0,101,84,11,4932,Expert
60,60,60,0,0,122,107,9,5716,Expert
60,60,60,0,0,370,229,77,5065,Expert
0,0,0,0,0,116,71,9,4913,Expert
0,0,0,0,0,102,89,5,5597,Expert
110,110,110,20,0,24,33,8,6022,Expert
143,143,143,0,0,47,37,5,4504,Expert
10,10,10,0,0,116,90,12,4022,Expert
30,30,30,0,0,136,108,26,5991,Expert
27,27,27,10,0,101,73,5,5960,Expert
80,80,80,0,0,88,89,8,5822,Expert
110,110,110,10,0,60,62,22,5993,Expert
40,40,40,0,0,91,70,17,5593,Expert
70,70,70,10,0,110,118,11,5310,Expert
80,80,80,0,0,141,96,12,4435,Expert
70,70,70,0,0,82,55,11,2365,Expert
30,30,30,10,0,103,105,12,5372,Expert
10,10,10,0,0,113,91,12,5793,Expert
60,60,60,20,0,388,252,80,5701,Expert
40,40,40,0,0,306,191,62,5786,Expert
10,10,10,0,0,118,87,14,5984,Expert
90,90,90,10,0,328,224,91,5541,Expert
120,120,120,10,0,130,108,7,4249,Expert
20,20,20,10,0,103,104,6,5599,Expert
120,120,120,20,0,129,89,5,3304,Expert
10,10,10,0,0,111,84,17,5873,Expert
275,275,275,30,0,105,93,7,4370,Expert
50,50,50,10,0,151,101,31,6026,Expert
70,70,70,0,0,245,167,65,5771,Expert
40,40,40,0,0,156,102,11,5085,Expert
220,220,220,10,0,82,50,4,5974,Expert
40,40,40,20,0,84,84,5,3720,Expert
50,50,50,10,0,119,89,23,5983,Expert
50,50,50,0,0,197,113,13,4724,Expert
100,100,100,20,0,113,98,13,5429,Expert
40,40,40,20,0,99,89,27,6023,Expert
10,10,10,0,0,78,97,9,4212,Expert
0,0,0,0,0,57,51,8,5961,Expert
428,428,428,48,0,69,42,4,4146,Expert
90,90,90,0,0,250,160,36,4993,Expert
40,40,40,0,0,275,173,57,5607,Expert
30,30,30,0,0,81,74,9,5934,Expert
72,72,72,0,0,148,109,7,5327,Expert
50,50,50,0,0,104,82,10,5317,Expert
90,90,90,0,0,119,137,9,5311,Expert
10,10,10,0,0,105,83,15,3378,Expert
223,223,223,25,0,75,45,6,4149,Expert
120,120,120,0,0,59,43,12,5984,Expert
30,30,30,0,0,213,142,16,5236,Expert
133,133,133,40,0,52,25,4,2114,Expert
130,130,130,0,0,520,280,89,4598,Expert
660,660,660,281,0,78,51,5,3351,Expert
10,10,10,0,0,153,125,12,5088,Expert
80,80,80,10,0,160,128,26,5967,Expert
10,10,10,0,0,115,92,8,5976,Expert
70,70,70,10,0,191,126,22,5938,Expert
70,70,70,10,0,300,195,68,5981,Expert
48,48,48,10,0,109,81,14,5145,Expert
90,90,90,0,0,141,130,27,5684,Expert
60,60,60,20,0,151,126,21,5103,Expert
158,158,158,0,0,162,126,14,5569,Expert
20,20,20,0,0,193,144,72,5870,Expert
20,20,20,0,0,139,121,14,4626,Expert
20,20,20,0,0,107,70,8,4665,Expert
50,50,50,10,10,87,74,7,4474,Expert
50,50,50,0,0,93,76,7,5050,Expert
10,10,10,0,0,139,105,18,5954,Expert
80,80,80,10,0,90,72,8,5203,Expert
293,293,293,10,0,121,94,13,5756,Expert
88,88,88,20,0,211,141,35,4735,Expert
0,0,0,0,0,24,22,1,5957,Beginner
0,0,0,0,0,40,35,3,5918,Beginner
0,0,0,0,0,25,24,2,5696,Beginner
10,10,10,0,0,40,30,3,5668,Beginner
10,10,10,0,0,44,34,3,5428,Beginner
10,10,10,0,0,21,19,2,5389,Beginner
0,0,0,0,0,15,18,0,5100,Beginner
0,0,0,0,0,14,21,1,5059,Beginner
0,0,0,0,0,13,19,1,5043,Beginner
0,0,0,0,0,48,28,8,4973,Beginner
0,0,0,0,0,50,26,2,4959,Beginner
0,0,0,0,0,33,23,1,4948,Beginner
0,0,0,0,0,13,19,0,4839,Beginner
10,10,10,0,0,105,62,13,4824,Beginner
0,0,0,0,0,50,37,8,4823,Beginner
0,0,0,0,0,22,24,2,4821,Beginner
0,0,0,0,0,37,29,4,4755,Beginner
20,20,20,0,0,25,24,2,4698,Beginner
20,20,20,10,0,24,19,3,4609,Beginner
10,10,10,0,0,37,20,1,4585,Beginner
10,10,10,0,0,24,21,4,4522,Beginner
0,0,0,0,0,54,30,3,4480,Beginner
10,10,10,0,0,60,32,1,4463,Beginner
0,0,0,0,0,39,21,0,4430,Beginner
10,10,10,10,0,86,47,5,4422,Beginner
30,30,30,0,0,49,36,6,4352,Beginner
0,0,0,0,0,22,19,2,4065,Beginner
0,0,0,0,0,51,21,3,4017,Beginner
10,10,10,0,0,7,12,1,3943,Beginner
0,0,0,0,0,35,20,1,3720,Beginner
20,20,20,0,0,46,31,2,3618,Beginner
0,0,0,0,0,12,10,1,3262,Beginner
10,10,10,0,0,22,17,0,3204,Beginner
0,0,0,0,0,24,33,0,2968,Beginner
0,0,0,0,0,37,31,3,5573,Beginner
10,10,10,0,0,43,36,2,5412,Beginner
10,10,10,0,0,19,20,1,5292,Beginner
0,0,0,0,0,51,35,1,5143,Beginner
0,0,0,0,0,20,21,1,5124,Beginner
0,0,0,0,0,3,16,2,5116,Beginner
0,0,0,0,0,78,51,7,5018,Beginner
0,0,0,0,0,24,18,1,4951,Beginner
0,0,0,0,0,22,20,4,4932,Beginner
0,0,0,0,0,40,31,3,4902,Beginner
10,10,10,0,0,29,30,5,4884,Beginner
0,0,0,0,0,21,25,0,4882,Beginner
10,10,10,0,0,44,35,1,4820,Beginner
0,0,0,0,0,27,19,3,4745,Beginner
20,20,20,0,0,32,27,4,5135,Beginner
0,0,0,0,0,48,28,6,4570,Beginner
0,0,0,0,0,18,18,1,4461,Beginner
0,0,0,0,0,37,26,4,4449,Beginner
0,0,0,0,0,29,21,2,4421,Beginner
0,0,0,0,0,29,20,1,4384,Beginner
0,0,0,0,0,18,19,3,4380,Beginner
0,0,0,0,0,48,33,1,4241,Beginner
0,0,0,0,0,44,29,4,4238,Beginner
0,0,0,0,0,32,18,2,3777,Beginner
0,0,0,0,0,14,16,2,3773,Beginner
10,10,10,0,0,11,13,2,3187,Beginner
20,20,20,0,0,45,32,0,2928,Beginner
0,0,0,0,0,30,18,2,2891,Beginner
0,0,0,0,0,21,13,0,1765,Beginner
10,10,10,0,0,14,24,3,6013,Beginner
0,0,0,0,0,29,30,1,5985,Beginner
0,0,0,0,0,20,26,3,5983,Beginner
0,0,0,0,0,23,24,1,5702,Beginner
10,10,10,0,0,20,20,1,5623,Beginner
0,0,0,0,0,15,18,0,5537,Beginner
0,0,0,0,0,36,26,4,5426,Beginner
0,0,0,0,0,24,23,2,5252,Beginner
10,10,10,0,0,69,43,8,5136,Beginner
0,0,0,0,0,16,23,2,5046,Beginner
10,10,10,0,0,67,38,5,5044,Beginner
0,0,0,0,0,26,22,4,4962,Beginner
0,0,0,0,0,50,34,4,4952,Beginner
0,0,0,0,0,2,16,1,4951,Beginner
10,10,10,0,0,74,47,11,4923,Beginner
0,0,0,0,0,50,30,7,4871,Beginner
20,20,20,0,0,44,34,6,4822,Beginner
20,20,20,0,0,26,26,2,4646,Beginner
0,0,0,0,0,47,22,3,4471,Beginner
0,0,0,0,0,69,39,6,4471,Beginner
10,10,10,0,0,53,30,4,4299,Beginner
1,1,1,0,0,76,44,8,4298,Beginner
10,10,10,0,0,33,30,3,4246,Beginner
10,10,10,10,0,69,40,7,4218,Beginner
0,0,0,0,0,55,34,2,4207,Beginner
0,0,0,0,0,31,23,2,4175,Beginner
0,0,0,0,0,23,23,0,4056,Beginner
10,10,10,0,0,29,22,1,3986,Beginner
0,0,0,0,0,24,24,1,3800,Beginner
20,20,20,0,0,42,32,5,3731,Beginner
20,20,20,0,0,62,41,5,3663,Beginner
10,10,10,0,0,47,27,5,3377,Beginner
0,0,0,0,0,35,21,2,3287,Beginner
0,0,0,0,0,42,21,3,3036,Beginner
0,0,0,0,0,19,12,1,3005,Beginner
10,10,10,0,0,7,11,2,2767,Beginner
42,42,42,10,0,40,24,0,4756,Beginner
10,10,10,0,0,24,22,6,4680,Beginner
0,0,0,0,0,71,54,18,4477,Beginner
0,0,0,0,0,33,25,1,4412,Beginner
0,0,0,0,0,26,20,4,4324,Beginner
10,10,10,0,0,31,24,1,4272,Beginner
0,0,0,0,0,45,31,5,4140,Beginner
0,0,0,0,0,48,26,3,4120,Beginner
0,0,0,0,0,32,23,3,3641,Beginner
0,0,0,0,0,27,16,1,3639,Beginner
0,0,0,0,0,54,28,1,3486,Beginner
20,20,20,0,0,45,30,7,3478,Beginner
0,0,0,0,0,39,23,1,3371,Beginner
0,0,0,0,0,32,20,1,3338,Beginner
0,0,0,0,0,41,30,2,3331,Beginner
0,0,0,0,0,35,15,3,3318,Beginner
0,0,0,0,0,59,37,8,3298,Beginner
8,8,8,0,0,24,22,1,3245,Beginner
20,20,20,0,0,90,40,3,3214,Beginner
10,10,10,0,0,31,14,1,2733,Beginner
10,10,10,0,0,29,12,0,2504,Beginner
20,20,20,0,0,17,8,1,1690,Beginner
0,0,0,0,0,69,41,5,5976,Beginner
0,0,0,0,0,5,17,2,5919,Beginner
0,0,0,0,0,18,30,0,5808,Beginner
0,0,0,0,0,28,27,5,5743,Beginner
0,0,0,0,0,42,34,7,5676,Beginner
0,0,0,0,0,37,28,2,5632,Beginner
0,0,0,0,0,22,27,3,5572,Beginner
0,0,0,0,0,45,33,8,5556,Beginner
0,0,0,0,0,26,21,2,5445,Beginner
0,0,0,0,0,26,20,4,5406,Beginner
0,0,0,0,0,36,30,4,5403,Beginner
0,0,0,0,0,40,28,2,5357,Beginner
0,0,0,0,0,61,45,9,5273,Beginner
0,0,0,0,0,22,23,2,5238,Beginner
20,20,20,0,0,20,26,1,5226,Beginner
0,0,0,0,0,37,25,4,5224,Beginner
0,0,0,0,0,31,24,2,5196,Beginner
0,0,0,0,0,101,59,14,5178,Beginner
0,0,0,0,0,34,26,0,5133,Beginner
0,0,0,0,0,23,23,2,5023,Beginner
10,10,10,0,0,13,16,2,4984,Beginner
0,0,0,0,0,48,29,4,4920,Beginner
0,0,0,0,0,23,23,1,4913,Beginner
0,0,0,0,0,28,19,2,4851,Beginner
0,0,0,0,0,32,30,2,4636,Beginner
0,0,0,0,0,27,23,1,4564,Beginner
20,20,20,0,0,46,30,5,4561,Beginner
0,0,0,0,0,12,18,2,4492,Beginner
0,0,0,0,0,32,28,5,4409,Beginner
10,10,10,0,0,29,28,0,4112,Beginner
0,0,0,0,0,34,22,3,3924,Beginner
10,10,10,0,0,52,31,5,3854,Beginner
0,0,0,0,0,25,15,1,3807,Beginner
0,0,0,0,0,30,18,1,3653,Beginner
10,10,10,0,0,34,28,1,3631,Beginner
0,0,0,0,0,6,11,1,3421,Beginner
10,10,10,0,0,35,17,3,3352,Beginner
20,20,20,0,0,4,11,2,3207,Beginner
10,10,10,10,0,25,20,0,3157,Beginner
0,0,0,0,0,21,17,0,6020,Beginner
0,0,0,0,0,49,29,3,6005,Beginner
10,10,10,0,0,10,15,0,5949,Beginner
0,0,0,0,0,47,36,3,5880,Beginner
0,0,0,0,0,25,19,2,5743,Beginner
0,0,0,0,0,57,42,4,5732,Beginner
0,0,0,0,0,33,28,2,5528,Beginner
0,0,0,0,0,43,31,4,5281,Beginner
0,0,0,0,0,42,26,2,5072,Beginner
10,10,10,0,0,30,19,2,5023,Beginner
10,10,10,0,0,77,40,2,4948,Beginner
0,0,0,0,0,33,26,2,4900,Beginner
0,0,0,0,0,38,27,1,4863,Beginner
0,0,0,0,0,32,27,3,4809,Beginner
0,0,0,0,0,65,49,20,4666,Beginner
0,0,0,0,0,7,21,1,4573,Beginner
10,10,10,0,0,30,27,2,4504,Beginner
0,0,0,0,0,21,17,1,4477,Beginner
0,0,0,0,0,30,21,1,4450,Beginner
10,10,10,0,0,39,25,0,4364,Beginner
10,10,10,0,0,26,19,3,4302,Beginner
0,0,0,0,0,8,14,1,4212,Beginner
10,10,10,0,0,12,18,1,4165,Beginner
0,0,0,0,0,27,21,2,4134,Beginner
28,28,28,10,0,65,32,1,4011,Beginner
0,0,0,0,0,20,17,1,3908,Beginner
0,0,0,0,0,17,12,1,3772,Beginner
0,0,0,0,0,14,16,1,3658,Beginner
10,10,10,0,0,28,21,4,2813,Beginner
0,0,0,0,0,29,15,1,2391,Beginner
0,0,0,0,0,52,41,12,5780,Beginner
10,10,10,0,0,22,22,0,5613,Beginner
0,0,0,0,0,38,24,2,5584,Beginner
0,0,0,0,0,30,33,6,5456,Beginner
10,10,10,0,0,16,20,2,5408,Beginner
0,0,0,0,0,37,27,3,5482,Beginner
0,0,0,0,0,26,34,3,5984,Advanced
30,30,30,10,0,138,95,26,5527,Advanced
10,10,10,0,0,33,31,1,5512,Advanced
0,0,0,0,0,60,39,3,4447,Advanced
0,0,0,0,0,41,34,1,5870,Advanced
20,20,20,0,0,35,33,5,5608,Advanced
10,10,10,0,0,158,90,21,5451,Advanced
0,0,0,0,0,80,53,14,4973,Advanced
20,20,20,0,0,66,61,5,4559,Advanced
0,0,0,0,0,131,83,16,5112,Advanced
0,0,0,0,0,34,42,4,5724,Advanced
0,0,0,0,0,65,53,12,5232,Advanced
0,0,0,0,0,77,54,9,4693,Advanced
0,0,0,0,0,90,55,15,4417,Advanced
10,10,10,0,0,53,37,6,5405,Advanced
20,20,20,0,0,52,42,4,5236,Advanced
0,0,0,0,0,54,46,5,5697,Advanced
10,10,10,0,0,36,30,4,4364,Advanced
0,0,0,0,0,69,44,9,3850,Advanced
20,20,20,0,0,71,54,5,5828,Advanced
20,20,20,0,0,38,25,2,3836,Advanced
10,10,10,10,0,49,47,6,6008,Advanced
0,0,0,0,0,120,78,13,5370,Advanced
0,0,0,0,0,65,53,1,5770,Advanced
0,0,0,0,0,3,16,3,5025,Advanced
40,40,40,0,0,56,56,5,5618,Advanced
30,30,30,0,0,30,40,1,4951,Advanced
0,0,0,0,0,123,77,12,5799,Advanced
10,10,10,0,0,27,22,4,3993,Advanced
0,0,0,0,0,63,51,18,5806,Advanced
30,30,30,0,0,42,41,2,4572,Advanced
0,0,0,0,0,25,23,1,4169,Advanced
0,0,0,0,0,44,34,15,3952,Advanced
0,0,0,0,0,125,76,23,5742,Advanced
20,20,20,0,0,76,68,5,5186,Advanced
10,10,10,0,0,85,49,8,4991,Advanced
40,40,40,0,0,30,31,6,4089,Advanced
0,0,0,0,0,42,37,2,5572,Advanced
10,10,10,0,0,35,28,2,5449,Advanced
0,0,0,0,0,36,31,4,4962,Advanced
18,18,18,0,0,29,29,2,4381,Advanced
10,10,10,0,0,79,51,7,4106,Advanced
10,10,10,0,0,58,42,7,5982,Advanced
0,0,0,0,0,66,57,14,5966,Advanced
0,0,0,0,0,41,41,1,5559,Advanced
0,0,0,0,0,78,49,10,5553,Advanced
0,0,0,0,0,16,21,1,5374,Advanced
0,0,0,0,0,31,21,3,5044,Advanced
70,70,70,0,0,153,102,32,5016,Advanced
10,10,10,0,0,84,46,3,3824,Advanced
30,30,30,0,0,45,38,8,5566,Advanced
0,0,0,0,0,26,27,5,4761,Advanced
0,0,0,0,0,55,52,6,5841,Advanced
10,10,10,0,0,77,45,9,4961,Advanced
0,0,0,0,0,21,22,2,4179,Advanced
0,0,0,0,0,79,35,9,2735,Advanced
10,10,10,0,0,48,38,6,5976,Advanced
10,10,10,0,0,13,22,4,5825,Advanced
0,0,0,0,0,65,46,5,5036,Advanced
0,0,0,0,0,15,22,1,4800,Advanced
20,20,20,0,0,74,34,5,3150,Advanced
0,0,0,0,0,59,42,4,5697,Advanced
20,20,20,10,0,116,79,25,5626,Advanced
0,0,0,0,0,70,56,16,5361,Advanced
0,0,0,0,0,73,37,3,5183,Advanced
40,40,40,0,0,105,68,18,5027,Advanced
10,10,10,0,0,47,33,3,4838,Advanced
10,10,10,10,0,56,37,4,4812,Advanced
30,30,30,10,0,92,74,12,4479,Advanced
20,20,20,0,0,50,42,2,5964,Advanced
0,0,0,0,0,93,63,5,5210,Advanced
0,0,0,0,0,90,71,20,5961,Advanced
10,10,10,0,0,55,39,8,5639,Advanced
375,375,375,65,0,19,5,2,992,Advanced
0,0,0,0,0,78,62,7,5318,Advanced
0,0,0,0,0,156,103,20,4976,Advanced
10,10,10,10,10,69,52,9,4745,Advanced
0,0,0,0,0,223,134,33,5947,Advanced
30,30,30,0,0,34,38,13,5057,Advanced
10,10,10,0,0,70,45,7,4329,Advanced
10,10,10,0,0,43,26,5,4249,Advanced
20,20,20,0,0,61,34,4,3975,Advanced
0,0,0,0,0,73,55,14,5673,Advanced
10,10,10,0,0,105,59,13,4590,Advanced
10,10,10,0,0,85,51,5,4506,Advanced
10,10,10,0,0,32,29,6,4191,Advanced
20,20,20,0,0,40,39,5,5814,Advanced
10,10,10,0,0,35,37,4,5007,Advanced
0,0,0,0,0,52,45,9,4962,Advanced
25,25,25,0,0,42,29,2,4553,Advanced
30,30,30,0,0,45,26,1,4230,Advanced
10,10,10,10,0,56,31,1,3926,Advanced
0,0,0,0,0,42,28,6,3727,Advanced
10,10,10,0,0,47,34,3,5412,Advanced
0,0,0,0,0,34,31,4,5334,Advanced
10,10,10,0,0,153,96,25,4509,Advanced
10,10,10,0,0,152,76,18,4367,Advanced
10,10,10,10,0,48,39,5,6029,Advanced
10,10,10,0,0,55,46,2,5984,Advanced
10,10,10,0,0,108,79,23,5789,Advanced
268,268,268,48,0,112,136,25,6017,Expert
280,280,280,40,0,358,257,28,4569,Expert
230,230,230,0,0,531,434,35,5896,Expert
384,384,384,28,0,607,462,75,5091,Expert
300,300,300,40,0,313,400,56,4191,Expert
110,110,110,10,0,446,409,42,5484,Expert
220,220,220,30,0,104,99,13,5984,Expert
220,220,220,40,10,304,226,66,5983,Expert
110,110,110,10,0,465,355,28,5983,Expert
702,702,702,38,0,301,222,20,5657,Expert
200,200,200,20,0,500,464,53,4749,Expert
379,379,379,40,0,346,344,41,5533,Expert
290,290,290,20,0,464,408,37,5078,Expert
182,182,182,0,0,474,337,41,5689,Expert
340,340,340,10,10,718,530,195,5886,Expert
162,162,162,1,0,346,206,12,4369,Expert
200,200,200,10,0,410,386,53,5877,Expert
690,690,690,70,10,362,307,15,5500,Expert
190,190,190,20,0,328,327,53,5289,Expert
120,120,120,0,0,392,305,30,5876,Expert
159,159,159,0,0,600,507,60,4306,Expert
170,170,170,20,0,465,438,42,5232,Expert
102,102,102,0,0,389,319,37,5571,Expert
39,39,39,0,0,363,311,57,5424,Expert
108,108,108,10,0,531,409,48,5170,Expert
105,105,105,20,0,500,373,35,4283,Expert
201,201,201,0,0,516,441,72,5892,Expert
431,431,431,20,0,772,447,49,5707,Expert
270,270,270,30,0,392,377,25,5984,Expert
268,268,268,30,0,378,254,14,4917,Expert
270,270,270,20,0,326,274,31,5927,Expert
230,230,230,20,0,371,377,43,5707,Expert
300,300,300,20,0,914,644,280,5984,Expert
230,230,230,10,0,369,287,56,5860,Expert
320,320,320,80,0,698,503,173,5983,Expert
227,227,227,40,0,514,433,60,5705,Expert
90,90,90,0,0,353,392,49,5303,Expert
192,192,192,10,0,489,414,35,5073,Expert
150,150,150,0,0,342,303,42,5565,Expert
348,348,348,20,0,500,401,66,5282,Expert
731,731,731,35,0,491,397,26,5590,Expert
261,261,261,26,0,497,489,56,5049,Expert
200,200,200,10,0,479,438,42,5723,Expert
410,410,410,30,0,189,214,27,5584,Expert
136,136,136,20,0,447,264,46,5678,Expert
1170,1170,1170,75,0,311,242,24,4518,Expert
200,200,200,30,0,443,418,30,4881,Expert
108,108,108,20,0,443,390,47,6030,Expert
218,218,218,10,0,297,296,58,5982,Expert
130,130,130,30,0,408,364,65,4493,Expert
0,0,0,50,0,765,724,151,4804,Expert
218,218,218,28,10,147,99,25,2267,Expert
549,549,549,62,0,605,469,78,3889,Expert
240,240,240,40,0,414,417,42,5403,Expert
80,80,80,20,0,812,412,35,5409,Expert
1634,1634,1634,129,0,354,183,13,5433,Expert
85,85,85,20,0,369,269,19,4010,Expert
348,348,348,80,0,235,278,59,4511,Expert
449,449,449,75,15,1591,719,135,5182,Expert
370,370,370,50,0,100,99,25,5763,Expert
190,190,190,0,0,293,367,59,5262,Expert
83,83,83,0,0,501,462,99,5499,Expert
188,188,188,30,0,498,419,106,5914,Expert
248,248,248,43,0,319,223,40,5394,Expert
625,625,625,30,0,598,476,55,5132,Expert
210,210,210,20,0,375,369,14,3631,Expert
140,140,140,10,0,437,411,37,5808,Expert
683,683,683,35,0,327,194,15,4190,Expert
50,50,50,0,0,295,240,22,4743,Expert
370,370,370,50,0,734,397,36,5336,Expert
180,180,180,0,0,377,360,33,3528,Expert
170,170,170,20,0,398,322,56,4864,Expert
250,250,250,50,0,92,94,31,6022,Expert
210,210,210,30,0,411,447,32,3389,Expert
599,599,599,73,0,384,318,36,5877,Expert
290,290,290,30,0,422,360,38,5794,Expert
118,118,118,18,0,533,414,45,4521,Expert
150,150,150,20,0,575,401,38,5495,Expert
405,405,405,64,0,428,272,45,5126,Expert
250,250,250,20,0,263,305,36,5253,Expert
135,135,135,5,0,390,353,34,5399,Expert
337,337,337,70,0,313,274,48,5678,Expert
100,100,100,10,0,175,159,36,5905,Expert
43,43,43,0,0,265,235,23,5783,Expert
398,398,398,18,0,198,156,30,3364,Expert
140,140,140,20,0,432,402,37,3318,Expert
242,242,242,21,0,918,555,133,5165,Expert
188,188,188,20,0,216,184,41,5990,Expert
530,530,530,80,0,63,42,5,5315,Expert
340,340,340,65,0,344,310,16,4338,Expert
140,140,140,10,0,747,499,39,4219,Expert
240,240,240,30,0,309,282,35,5197,Expert
140,140,140,30,0,494,302,23,5927,Expert
